Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,OrganizationalEntity,ProjectNumber,TaskNumber,dec_id_0,ActivityNumber,TotalDeclared,RequestedAmount_0,Overspent,travel permit number,DeclarationNumber_0,id,RequestedBudget,BudgetNumber,OverspentAmount,id,org:role,dec_id_5,dec_id_6,dec_id_3,dec_id_4,dec_id_1,dec_id_2,DeclarationNumber_10,RequestedAmount_16,RequestedAmount_14,RequestedAmount_15,dec_id_9,RequestedAmount_12,DeclarationNumber_14,DeclarationNumber_13,RequestedAmount_13,dec_id_7,RequestedAmount_10,DeclarationNumber_12,dec_id_8,DeclarationNumber_11,RequestedAmount_11,DeclarationNumber_16,DeclarationNumber_15,DeclarationNumber_8,DeclarationNumber_9,DeclarationNumber_4,DeclarationNumber_5,DeclarationNumber_6,DeclarationNumber_7,RequestedAmount_4,DeclarationNumber_1,RequestedAmount_3,DeclarationNumber_2,RequestedAmount_2,RequestedAmount_1,DeclarationNumber_3,RequestedAmount_8,RequestedAmount_7,RequestedAmount_6,RequestedAmount_5,RequestedAmount_9,dec_id_16,dec_id_13,dec_id_12,dec_id_15,dec_id_14,dec_id_11,dec_id_10,Activity_1,Activity_0,RfpNumber_0,OrganizationalEntity_0,Rfp_id_0,RfpNumber_1,OrganizationalEntity_1,Cost Type_1,Cost Type_0,Task_1,Task_0,Project_0,Rfp_id_1,Project_1,Activity_3,Activity_2,Cost Type_3,Cost Type_2,RfpNumber_2,RfpNumber_3,OrganizationalEntity_2,OrganizationalEntity_3,Project_2,Project_3,Rfp_id_3,Rfp_id_2,Task_3,Task_2,Rfp_id_10,Rfp_id_11,Rfp_id_12,Rfp_id_13,Rfp_id_14,Project_11,Project_12,Project_10,Project_13,Project_14,Cost Type_7,Cost Type_6,Cost Type_9,Cost Type_8,Cost Type_5,Cost Type_4,OrganizationalEntity_8,OrganizationalEntity_9,Task_10,OrganizationalEntity_6,Task_11,OrganizationalEntity_7,Task_12,Task_13,Task_14,RfpNumber_10,RfpNumber_12,RfpNumber_11,OrganizationalEntity_4,Project_6,RfpNumber_14,OrganizationalEntity_5,Project_7,RfpNumber_13,Project_8,Project_9,Project_4,Project_5,Activity_12,Activity_11,Activity_14,Activity_13,Activity_10,OrganizationalEntity_14,OrganizationalEntity_13,RfpNumber_8,RfpNumber_9,RfpNumber_6,RfpNumber_7,RfpNumber_4,RfpNumber_5,OrganizationalEntity_12,OrganizationalEntity_11,OrganizationalEntity_10,Rfp_id_7,Rfp_id_8,Rfp_id_5,Rfp_id_6,Rfp_id_4,Rfp_id_9,Activity_9,Activity_8,Activity_5,Activity_4,Activity_7,Activity_6,Cost Type_13,Cost Type_14,Cost Type_10,Cost Type_11,Cost Type_12,Task_5,Task_4,Task_9,Task_8,Task_7,Task_6
travel permit 76708,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,47:19.0,Variant 406,406,organizational unit 65455,project 6581,task 427,,UNKNOWN,3312.894361,410.7871558,FALSE,travel permit number 76709,,travel permit 76708,6036.657128,budget 1956,-2040.46035,st_step 76726_0,EMPLOYEE,,,,,,declaration 76714,,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 76715,503,2245.341981,,,,,,,,,,,,,,activity 505,activity 505,request for payment number 76711,organizational unit 65457,request for payment 76710,request for payment number 76713,organizational unit 65457,0,0,task 47027,task 47027,project 503,request for payment 76712,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76708,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,47:23.0,Variant 406,406,organizational unit 65455,project 6581,task 427,,UNKNOWN,3312.894361,410.7871558,FALSE,travel permit number 76709,,travel permit 76708,6036.657128,budget 1956,-2040.46035,st_step 76725_0,PRE_APPROVER,,,,,,declaration 76714,,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 76715,503,2245.341981,,,,,,,,,,,,,,activity 505,activity 505,request for payment number 76711,organizational unit 65457,request for payment 76710,request for payment number 76713,organizational unit 65457,0,0,task 47027,task 47027,project 503,request for payment 76712,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76708,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,57:40.0,Variant 406,406,organizational unit 65455,project 6581,task 427,,UNKNOWN,3312.894361,410.7871558,FALSE,travel permit number 76709,,travel permit 76708,6036.657128,budget 1956,-2040.46035,st_step 76727_0,SUPERVISOR,,,,,,declaration 76714,,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 76715,503,2245.341981,,,,,,,,,,,,,,activity 505,activity 505,request for payment number 76711,organizational unit 65457,request for payment 76710,request for payment number 76713,organizational unit 65457,0,0,task 47027,task 47027,project 503,request for payment 76712,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76708,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,57:51.0,Variant 406,406,organizational unit 65455,project 6581,task 427,,UNKNOWN,3312.894361,410.7871558,FALSE,travel permit number 76709,,travel permit 76708,6036.657128,budget 1956,-2040.46035,st_step 76721_0,SUPERVISOR,,,,,,declaration 76714,,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 76715,503,2245.341981,,,,,,,,,,,,,,activity 505,activity 505,request for payment number 76711,organizational unit 65457,request for payment 76710,request for payment number 76713,organizational unit 65457,0,0,task 47027,task 47027,project 503,request for payment 76712,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76708,Request Payment,SYSTEM,14:10.0,Variant 406,406,organizational unit 65455,project 6581,task 427,,UNKNOWN,3312.894361,410.7871558,FALSE,travel permit number 76709,,travel permit 76708,6036.657128,budget 1956,-2040.46035,rp_request for payment 76712_15,UNDEFINED,,,,,,declaration 76714,,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 76715,503,2245.341981,,,,,,,,,,,,,,activity 505,activity 505,request for payment number 76711,organizational unit 65457,request for payment 76710,request for payment number 76713,organizational unit 65457,0,0,task 47027,task 47027,project 503,request for payment 76712,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76708,Request Payment,SYSTEM,16:58.0,Variant 406,406,organizational unit 65455,project 6581,task 427,,UNKNOWN,3312.894361,410.7871558,FALSE,travel permit number 76709,,travel permit 76708,6036.657128,budget 1956,-2040.46035,rp_request for payment 76710_15,UNDEFINED,,,,,,declaration 76714,,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 76715,503,2245.341981,,,,,,,,,,,,,,activity 505,activity 505,request for payment number 76711,organizational unit 65457,request for payment 76710,request for payment number 76713,organizational unit 65457,0,0,task 47027,task 47027,project 503,request for payment 76712,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76708,Payment Handled,SYSTEM,32:18.0,Variant 406,406,organizational unit 65455,project 6581,task 427,,UNKNOWN,3312.894361,410.7871558,FALSE,travel permit number 76709,,travel permit 76708,6036.657128,budget 1956,-2040.46035,rp_request for payment 76710_16,UNDEFINED,,,,,,declaration 76714,,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 76715,503,2245.341981,,,,,,,,,,,,,,activity 505,activity 505,request for payment number 76711,organizational unit 65457,request for payment 76710,request for payment number 76713,organizational unit 65457,0,0,task 47027,task 47027,project 503,request for payment 76712,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76708,Payment Handled,SYSTEM,32:18.0,Variant 406,406,organizational unit 65455,project 6581,task 427,,UNKNOWN,3312.894361,410.7871558,FALSE,travel permit number 76709,,travel permit 76708,6036.657128,budget 1956,-2040.46035,rp_request for payment 76712_16,UNDEFINED,,,,,,declaration 76714,,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 76715,503,2245.341981,,,,,,,,,,,,,,activity 505,activity 505,request for payment number 76711,organizational unit 65457,request for payment 76710,request for payment number 76713,organizational unit 65457,0,0,task 47027,task 47027,project 503,request for payment 76712,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76708,Start trip,STAFF MEMBER,00:00.0,Variant 406,406,organizational unit 65455,project 6581,task 427,,UNKNOWN,3312.894361,410.7871558,FALSE,travel permit number 76709,,travel permit 76708,6036.657128,budget 1956,-2040.46035,rv_travel permit 76708_6,EMPLOYEE,,,,,,declaration 76714,,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 76715,503,2245.341981,,,,,,,,,,,,,,activity 505,activity 505,request for payment number 76711,organizational unit 65457,request for payment 76710,request for payment number 76713,organizational unit 65457,0,0,task 47027,task 47027,project 503,request for payment 76712,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76708,End trip,STAFF MEMBER,00:00.0,Variant 406,406,organizational unit 65455,project 6581,task 427,,UNKNOWN,3312.894361,410.7871558,FALSE,travel permit number 76709,,travel permit 76708,6036.657128,budget 1956,-2040.46035,rv_travel permit 76708_7,EMPLOYEE,,,,,,declaration 76714,,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 76715,503,2245.341981,,,,,,,,,,,,,,activity 505,activity 505,request for payment number 76711,organizational unit 65457,request for payment 76710,request for payment number 76713,organizational unit 65457,0,0,task 47027,task 47027,project 503,request for payment 76712,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76708,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,37:20.0,Variant 406,406,organizational unit 65455,project 6581,task 427,,UNKNOWN,3312.894361,410.7871558,FALSE,travel permit number 76709,,travel permit 76708,6036.657128,budget 1956,-2040.46035,st_step 76733_0,EMPLOYEE,,,,,,declaration 76714,,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 76715,503,2245.341981,,,,,,,,,,,,,,activity 505,activity 505,request for payment number 76711,organizational unit 65457,request for payment 76710,request for payment number 76713,organizational unit 65457,0,0,task 47027,task 47027,project 503,request for payment 76712,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76708,Declaration APPROVED by PRE_APPROVER,STAFF MEMBER,37:30.0,Variant 406,406,organizational unit 65455,project 6581,task 427,,UNKNOWN,3312.894361,410.7871558,FALSE,travel permit number 76709,,travel permit 76708,6036.657128,budget 1956,-2040.46035,st_step 76731_0,PRE_APPROVER,,,,,,declaration 76714,,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 76715,503,2245.341981,,,,,,,,,,,,,,activity 505,activity 505,request for payment number 76711,organizational unit 65457,request for payment 76710,request for payment number 76713,organizational unit 65457,0,0,task 47027,task 47027,project 503,request for payment 76712,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76708,Declaration FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,33:29.0,Variant 406,406,organizational unit 65455,project 6581,task 427,,UNKNOWN,3312.894361,410.7871558,FALSE,travel permit number 76709,,travel permit 76708,6036.657128,budget 1956,-2040.46035,st_step 76732_0,SUPERVISOR,,,,,,declaration 76714,,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 76715,503,2245.341981,,,,,,,,,,,,,,activity 505,activity 505,request for payment number 76711,organizational unit 65457,request for payment 76710,request for payment number 76713,organizational unit 65457,0,0,task 47027,task 47027,project 503,request for payment 76712,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76708,Request Payment,SYSTEM,37:11.0,Variant 406,406,organizational unit 65455,project 6581,task 427,,UNKNOWN,3312.894361,410.7871558,FALSE,travel permit number 76709,,travel permit 76708,6036.657128,budget 1956,-2040.46035,fd_declaration 76714_17,UNDEFINED,,,,,,declaration 76714,,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 76715,503,2245.341981,,,,,,,,,,,,,,activity 505,activity 505,request for payment number 76711,organizational unit 65457,request for payment 76710,request for payment number 76713,organizational unit 65457,0,0,task 47027,task 47027,project 503,request for payment 76712,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76708,Payment Handled,SYSTEM,30:50.0,Variant 406,406,organizational unit 65455,project 6581,task 427,,UNKNOWN,3312.894361,410.7871558,FALSE,travel permit number 76709,,travel permit 76708,6036.657128,budget 1956,-2040.46035,fd_declaration 76714_18,UNDEFINED,,,,,,declaration 76714,,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 76715,503,2245.341981,,,,,,,,,,,,,,activity 505,activity 505,request for payment number 76711,organizational unit 65457,request for payment 76710,request for payment number 76713,organizational unit 65457,0,0,task 47027,task 47027,project 503,request for payment 76712,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,00:37.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,st_step 74137_0,EMPLOYEE,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Permit APPROVED by PRE_APPROVER,STAFF MEMBER,00:38.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,st_step 74138_0,PRE_APPROVER,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,15:33.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,st_step 74139_0,SUPERVISOR,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,34:15.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,st_step 74141_0,EMPLOYEE,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Request For Payment APPROVED by PRE_APPROVER,STAFF MEMBER,36:42.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,st_step 74140_0,PRE_APPROVER,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,24:09.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,st_step 74142_0,SUPERVISOR,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Request Payment,SYSTEM,20:50.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,rp_request for payment 74133_15,UNDEFINED,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Payment Handled,SYSTEM,30:51.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,rp_request for payment 74133_16,UNDEFINED,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Start trip,STAFF MEMBER,00:00.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,rv_travel permit 74131_6,EMPLOYEE,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,End trip,STAFF MEMBER,00:00.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,rv_travel permit 74131_7,EMPLOYEE,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,53:52.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,st_step 74147_0,EMPLOYEE,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Declaration APPROVED by PRE_APPROVER,STAFF MEMBER,55:52.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,st_step 74148_0,PRE_APPROVER,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Declaration FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,37:42.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,st_step 74149_0,SUPERVISOR,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Declaration REJECTED by MISSING,STAFF MEMBER,51:54.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,st_step 74146_0,MISSING,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,32:08.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,st_step 74143_0,EMPLOYEE,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Declaration APPROVED by PRE_APPROVER,STAFF MEMBER,32:13.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,st_step 74144_0,PRE_APPROVER,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Declaration FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,12:29.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,st_step 74145_0,SUPERVISOR,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Request Payment,SYSTEM,54:21.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,fd_declaration 74135_17,UNDEFINED,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 74131,Payment Handled,SYSTEM,30:52.0,Variant 116,116,organizational unit 65455,project 1957,task 427,,UNKNOWN,4705.994353,3947.38482,TRUE,travel permit number 74132,,travel permit 74131,5006.00835,budget 1956,266.6270318,fd_declaration 74135_18,UNDEFINED,,,,,declaration 74135,,,,,,,,,,,,,,,,,,,,,,,,,,declaration number 74136,,,,581,,,,,,,,,,,,,,,activity 505,request for payment number 74134,organizational unit 65457,request for payment 74133,,,,0,,task 25409,project 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
